s0,s10,s90,s90d
121,54,130,30
113,87,168,19
95,67,82,11
110,83,123,21
43,31,11,0
41,29,7,0
102,78,130,14
11,9,5,0
105,55,70,7
90,76,71,11
84,62,66,11
97,77,110,12
99,73,66,9
93,76,120,13
38,28,13,0
43,23,10,0
48,40,15,2
107,85,126,19
37,29,9,1
84,46,9,1
121,88,168,20
92,65,70,7
100,82,117,15
98,94,126,12
106,65,93,8
79,71,43,1
107,70,77,3
85,45,19,0
28,22,8,0
114,84,136,11
90,68,68,7
84,64,105,9
51,32,12,1
41,32,17,0
29,24,4,2
102,65,96,10
84,64,53,8
37,18,20,2
52,34,14,0
35,36,9,0
100,67,116,12
102,76,59,10
107,76,105,8
55,21,12,0
100,72,84,15
63,60,48,2
81,55,80,6
38,26,6,2
95,73,102,13
79,55,49,12
99,68,133,13
100,76,83,11
48,32,20,0
97,80,80,2
89,41,32,5
104,79,102,10
95,71,103,12
41,22,14,5
94,78,105,9
85,46,25,2
87,62,64,8
42,33,12,0
104,79,120,19
110,82,141,26
39,25,16,1
105,67,90,9
101,70,91,11
28,20,5,0
69,57,49,0
116,76,101,8
104,85,91,13
120,79,135,19
97,76,64,5
77,52,17,1
91,80,97,10
85,53,48,5
113,75,104,12
36,32,16,0
91,73,61,7
43,29,13,4
97,67,91,11
84,70,71,15
36,37,16,0
94,61,83,8
103,67,80,18
92,72,87,12
49,26,14,0
94,62,96,8
103,78,77,14
82,32,67,11
88,45,41,1
87,62,77,11
85,54,64,3
93,69,78,6
18,35,21,0
55,32,21,2
99,72,105,17
114,75,120,25
89,81,108,12
16,16,3,0
91,68,57,9
89,54,94,11
98,70,100,12
91,36,28,2
97,68,94,10
89,73,106,13
103,70,113,10
95,71,55,8
34,22,16,4
121,87,138,34
77,60,64,5
100,63,84,14
111,76,107,15
110,75,93,3
40,32,17,0
92,74,90,8
97,81,94,8
91,66,70,12
95,71,82,15
42,29,14,0
93,64,84,13
97,79,138,16
99,80,110,15
106,76,92,14
41,33,4,0
85,62,71,4
35,14,9,1
102,83,118,15
93,70,88,13
130,110,153,32
98,71,85,19
112,77,113,16
91,64,103,15
40,25,12,0
50,28,24,0
54,32,13,3
110,68,88,11
51,28,14,0
96,76,85,12
103,71,118,32
75,66,51,9
47,30,17,4
113,82,115,15
97,73,75,6
84,44,60,8
40,29,8,0
105,71,93,16
81,69,66,10
53,43,12,2
95,83,106,11
23,18,8,1
70,62,56,4
100,67,76,9
84,53,58,7
100,77,97,11
40,28,11,0
41,32,12,2
105,81,95,8
31,25,5,1
84,34,11,1
103,73,131,19
104,72,127,12
89,60,67,11
115,73,110,11
44,39,11,6
40,22,5,2
84,59,61,5
32,24,7,3
85,67,72,14
112,64,119,21
93,67,74,9
42,39,25,0
105,64,95,18
106,69,87,10
112,84,95,15
12,12,5,0
103,48,83,9
97,64,57,17
110,78,108,16
46,20,10,2
102,71,109,20
112,87,112,13
34,29,11,4
54,32,20,0
103,67,107,22
87,68,70,14
103,40,22,2
93,62,83,15
104,83,107,16
38,25,12,2
93,66,81,16
44,28,16,0
82,74,90,5
92,56,51,13
30,23,5,2
12,18,6,1
106,86,84,6
132,101,115,13
101,85,111,25
115,86,125,16
37,25,13,0
36,28,14,4
117,89,148,11
90,71,60,14
91,62,65,6
11,9,8,3
98,69,78,14
85,62,78,13
105,87,158,13
95,66,98,15
116,97,109,20
91,67,59,5
103,79,126,17
32,27,7,2
112,78,138,16
35,27,13,3
112,76,157,16
86,70,101,15
35,24,10,0
107,84,103,18
37,27,7,0
94,65,88,10
99,59,15,1
89,65,80,8
101,68,84,8
113,72,108,10
91,71,108,15
46,29,9,1
93,66,99,5
102,73,117,25
88,65,64,11
80,60,54,8
32,20,11,2
95,76,123,22
78,37,20,1
95,82,94,10
97,76,51,5
38,28,24,2
77,69,52,7
91,60,95,11
43,28,10,0
48,38,12,0
105,82,135,26
37,30,12,0
116,78,118,13
30,19,7,2
95,73,88,17
99,82,111,12
79,35,22,3
90,62,86,19
95,81,104,19
110,71,104,28
87,35,17,0
39,32,10,0
109,74,55,9
43,30,14,0
99,76,74,4
93,78,114,10
102,80,87,15
46,28,10,0
48,27,10,0
100,76,100,5
106,73,118,27
97,70,90,7
106,69,128,8
73,40,25,0
108,75,107,30
49,26,19,0
99,68,95,10
101,68,93,19
49,31,17,3
40,25,8,0
107,84,105,14
106,80,74,10
48,32,5,0
35,34,16,3
107,70,99,11
84,74,86,11
41,27,15,3
29,28,18,2
95,76,87,15
100,73,106,24
106,80,98,11
107,72,100,8
33,26,11,0
96,68,82,6
29,23,10,2
19,22,9,0
102,72,83,13
105,59,88,16
85,79,128,16
95,75,113,13
100,55,85,9
87,64,96,6
46,40,11,2
96,72,94,12
45,27,13,0
95,61,39,5
106,69,95,13
124,82,182,27
77,65,87,10
115,65,121,18
83,61,59,4
87,64,83,8
41,33,16,0
39,32,3,2
91,66,77,15
114,79,128,20
96,79,126,2
31,26,6,0
93,82,78,14
111,63,134,11
82,36,29,3
91,63,72,10
90,57,76,5
98,80,99,20
33,27,8,0
88,68,69,8
38,28,14,1
108,86,96,25
127,111,117,13
96,61,79,13
83,75,82,6
32,22,8,1
104,83,105,20
99,61,96,8
90,64,77,11
42,36,13,2
85,64,84,0
51,26,18,3
99,45,27,6
80,64,78,8
86,69,57,8
39,29,13,0
37,24,16,0
102,56,136,18
109,89,150,19
110,79,98,9
46,27,18,4
89,69,93,17
116,49,118,8
45,35,13,0
91,79,85,14
111,74,112,16
27,27,18,0
99,70,66,10
89,67,98,18
113,72,116,21
31,22,10,0
91,80,82,11
41,28,17,0
50,29,26,0
30,29,11,0
114,80,141,20
107,69,114,20
74,65,61,11
108,83,102,19
52,31,18,0
79,69,67,9
52,38,10,1
130,59,148,26
74,62,89,6
114,74,134,34
126,79,175,20
104,75,68,20
96,50,21,0
92,66,75,2
98,71,80,10
86,85,100,12
91,78,82,4
14,15,8,0
96,61,97,13
77,69,83,6
89,73,85,6
95,75,100,18
13,13,4,2
113,79,108,24
74,63,44,3
91,70,90,10
101,71,88,7
109,87,148,15
13,12,2,0
111,80,132,16
104,73,131,12
101,72,82,10
86,68,61,13
93,61,60,18
89,69,75,5
55,40,18,0
30,25,8,0
93,66,66,11
93,88,77,12
45,33,19,0
35,27,9,1
87,62,95,11
40,31,12,5
100,67,80,4
116,68,121,16
125,83,125,20
72,55,59,6
107,72,70,5
111,76,121,14
49,30,19,6
83,41,107,9
104,67,124,12
25,16,12,3
92,58,74,16
109,81,107,15
53,36,12,2
46,32,18,0
90,65,67,13
47,37,19,2
37,23,14,0
94,70,141,16
91,66,76,11
69,51,60,4
95,68,107,12
83,39,22,2
44,28,6,1
94,66,74,8
112,74,149,17
41,24,11,0
90,70,56,9
99,75,116,24
82,67,65,7
54,42,17,0
100,74,73,11
36,20,14,3
36,22,11,0
93,68,120,20
42,31,8,0
100,83,101,11
100,81,132,15
109,69,95,4
29,26,11,2
109,88,191,23
93,58,77,7
124,76,123,8
101,61,81,5
98,85,88,9
97,67,91,18
16,15,6,2
95,75,99,9
95,74,80,19
102,80,98,18
95,65,124,8
41,32,12,1
106,73,117,14
101,78,114,13
94,73,85,23
93,73,81,13
109,59,105,7
90,69,67,8
100,70,83,9
32,23,9,0
102,80,87,12
91,67,66,17
95,41,18,2
112,84,117,23
121,84,115,14
105,84,106,10
95,63,86,7
99,73,70,9
108,70,100,12
97,78,91,15
97,65,67,9
40,30,10,3
43,32,17,0
93,49,20,0
96,67,100,16
38,31,30,5
108,76,95,6
102,83,86,8
93,88,103,15
90,68,85,15
89,68,63,10
110,73,103,19
45,37,16,1
88,66,68,8
12,14,4,3
109,81,96,15
105,77,63,8
117,70,110,20
48,43,11,0
113,80,160,17
103,70,121,13
96,67,83,13
91,77,88,10
103,57,78,9
43,32,8,1
103,75,99,8
102,70,122,14
101,73,117,15
47,31,12,0
38,20,15,0
101,65,73,7
71,57,48,2
30,22,9,1
94,65,46,5
93,68,84,17
48,32,12,0
114,52,113,13
99,70,87,16
35,29,11,0
88,73,59,9
81,64,57,5
92,67,73,7
81,60,70,21
45,28,11,4
90,43,24,0
92,61,114,14
105,73,72,4
90,72,64,5
87,65,77,7
102,66,82,18
81,64,63,6
105,76,139,17
89,40,24,3
100,78,75,10
88,57,71,9
31,26,12,0
13,15,16,4
37,32,14,0
103,81,129,18
109,73,93,15
106,78,96,12
110,82,133,15
113,71,93,9
96,42,53,3
102,81,82,9
94,52,36,2
105,68,84,7
102,59,91,12
82,68,83,7
106,72,128,19
103,77,84,12
16,19,15,2
99,74,69,8
14,9,10,0
75,69,75,6
109,71,103,18
100,75,124,25
105,78,129,13
40,31,11,2
90,63,81,11
36,25,20,1
102,57,92,11
50,22,14,5
93,83,76,12
102,77,104,10
91,53,59,6
95,62,98,12
42,34,13,1
51,30,12,0
113,100,147,20
82,68,66,5
99,77,89,10
73,32,14,2
105,73,115,20
101,59,83,3
86,73,92,11
46,26,13,0
93,65,98,13
84,79,81,11
33,26,14,0
94,82,76,9
109,74,135,15
84,41,23,0
104,75,129,25
82,30,15,3
85,61,72,4
112,69,105,10
37,23,14,1
99,68,68,7
48,24,18,0
100,65,99,9
102,74,90,12
111,77,121,9
108,73,91,12
43,31,15,0
54,38,11,0
111,90,137,19
97,72,68,8
96,65,137,22
39,33,9,0
100,69,99,7
98,84,116,6
91,83,121,21
104,86,107,11
80,60,77,9
98,81,105,10
96,65,85,8
102,71,115,23
88,59,64,11
12,9,15,6
107,68,88,15
81,59,42,12
112,84,82,7
110,95,75,6
106,79,94,14
121,88,134,11
52,38,14,1
12,14,9,3
46,28,10,3
37,23,15,0
108,62,85,9
98,81,74,10
88,68,61,6
91,68,67,13
86,68,71,8
99,70,101,7
99,69,82,11
117,90,114,10
36,25,14,0
35,28,5,2
51,31,16,1
107,72,118,20
97,77,101,11
86,58,64,9
95,79,110,16
93,52,75,14
90,70,87,8
96,60,74,2
98,74,113,21
98,59,84,19
111,81,149,17
109,81,120,22
44,21,19,3
90,68,59,11
107,88,117,15
94,71,105,11
92,88,76,7
94,77,99,11
106,69,118,6
109,76,122,20
46,26,17,0
97,78,90,14
30,26,18,4
90,72,89,9
115,72,105,13
108,92,124,19
42,34,13,0
105,65,99,9
108,75,116,12
101,62,85,17
103,76,95,12
32,26,4,0
86,70,76,18
108,76,104,9
89,56,78,4
99,72,104,13
124,88,157,15
24,23,6,0
109,91,131,22
26,27,7,2
101,72,107,8
46,30,14,1
98,72,99,14
109,69,137,11
95,73,88,8
90,63,70,17
117,87,159,14
103,67,135,24
43,23,12,0
96,63,74,13
81,56,61,10
113,85,112,26
82,67,77,12
71,32,53,15
120,87,154,24
101,77,60,16
28,27,7,0
46,36,24,5
108,88,71,7
104,91,94,13
80,43,25,1
40,22,10,1
115,78,156,19
108,79,97,12
76,41,12,3
103,79,115,14
94,83,74,17
46,35,18,0
83,44,21,3
107,67,105,13
41,30,18,0
34,25,26,2
98,77,122,16
37,34,19,3
30,21,8,0
102,79,133,20
106,61,106,10
97,73,111,20
82,60,33,3
85,56,72,10
120,85,187,33
86,65,80,8
37,24,19,4
36,32,13,2
115,77,135,17
74,72,64,4
36,31,3,2
96,65,101,17
99,79,99,8
36,26,8,0
97,69,93,25
75,64,60,3
108,72,83,14
89,62,53,13
58,24,20,0
117,81,136,13
99,83,101,15
39,36,9,0
107,70,93,6
113,86,119,12
118,109,129,13
40,35,7,0
48,28,16,4
100,76,103,10
87,68,69,5
107,76,81,14
123,75,130,17
94,73,71,8
89,69,91,6
101,74,78,9
12,9,8,0
40,24,12,0
104,69,98,9
11,7,31,5
97,77,99,18
46,35,14,0
46,27,13,0
38,29,11,2
100,88,126,12
105,87,112,17
36,30,8,4
97,68,83,10
39,22,19,2
102,74,97,11
39,24,17,0
86,65,67,5
100,60,111,18
43,30,8,3
35,28,11,0
97,64,75,8
87,65,102,13
91,69,63,7
106,80,134,19
43,30,13,0
129,59,165,29
47,36,16,0
104,83,81,7
100,69,101,22
30,23,11,0
83,78,62,0
113,77,105,5
87,68,102,10
50,37,23,0
109,76,103,27
121,84,163,31
96,65,56,9
94,78,75,9
98,55,85,7
41,27,8,0
56,33,9,4
118,82,151,24
119,71,120,10
101,85,73,6
45,25,14,0
103,62,84,19
96,76,117,26
39,26,12,0
35,27,11,0
45,37,25,0
107,73,85,18
106,83,119,17
109,82,117,13
107,74,95,20
91,63,59,0
75,84,54,9
35,25,11,1
111,72,101,9
98,69,145,21
104,71,61,5
51,28,17,1
108,72,98,16
77,58,63,5
86,68,54,15
111,82,92,16
97,54,27,0
89,61,73,8
98,65,87,21
103,73,91,19
117,73,114,20
101,63,69,18
115,80,158,24
36,27,25,4
36,18,17,3
92,59,65,7
101,64,105,10
109,88,113,16
35,27,12,0
87,79,76,17
98,55,19,0
96,61,89,14
31,36,12,0
84,70,84,7
111,62,100,9
87,70,69,10
36,26,15,4
101,71,87,5
82,80,104,18
95,60,81,1
112,83,123,20
94,70,94,10
112,77,144,19
98,76,73,7
39,23,11,3
79,78,72,10
93,56,83,8
56,45,22,1
117,77,125,17
100,73,109,14
92,83,53,10
85,60,65,9
108,78,119,19
106,79,100,6
91,79,107,14
102,72,91,16
117,79,172,34
93,73,92,9
118,75,129,21
84,61,73,11
43,27,12,2
30,18,13,0
106,77,104,10
105,71,96,17
116,84,102,22
94,66,55,6
96,70,75,5
122,102,136,30
109,81,154,24
97,75,83,19
95,69,100,6
88,64,83,8
100,66,65,17
96,80,112,11
43,30,4,0
120,110,150,27
96,59,100,17
98,73,76,15
112,74,116,12
92,67,66,9
90,63,55,8
96,65,99,16
114,66,111,11
39,32,4,0
89,68,70,10
108,73,83,7
86,65,71,13
99,65,93,10
29,15,16,0
76,52,64,6
116,73,138,12
100,58,113,13
109,72,105,22
112,68,80,10
81,76,72,11
87,72,94,10
106,75,122,18
99,77,86,9
96,72,135,7
114,100,109,7
99,68,138,12
33,31,7,0
96,67,108,14
104,66,115,21
97,61,72,10
90,72,79,6
104,65,75,11
96,67,65,7
102,66,109,19
97,66,81,2
47,33,15,1
114,104,95,12
95,76,111,7
96,70,77,9
86,43,27,0
96,64,79,7
37,31,9,0
95,62,77,9
46,28,14,0
124,70,108,15
97,64,81,20
124,117,140,25
27,26,5,1
50,37,22,1
104,69,89,11
85,68,102,17
90,77,86,10
104,75,95,5
59,39,26,0
103,73,89,7
98,79,119,14
105,72,89,17
105,84,91,12
83,58,76,9
40,26,15,2
44,21,7,0
92,76,68,15
104,69,96,30
89,75,83,12
100,68,72,7
90,66,93,9
100,78,88,10
119,89,151,30
98,69,141,28
51,43,22,2
94,75,54,8
103,75,129,17
86,75,75,2
46,25,11,0
100,42,25,0
97,70,110,12
109,87,117,18
94,63,73,4
111,85,125,22
43,28,10,0
95,47,17,0
101,74,106,13
39,23,10,0
42,25,16,1
105,67,81,3
100,80,88,17
37,19,11,0
28,22,6,0
94,66,102,8
118,85,126,19
100,63,86,17
90,51,64,7
92,67,84,0
112,56,112,19
106,68,113,14
107,79,106,15
85,68,105,10
40,18,16,0
87,59,83,9
91,70,61,10
44,27,11,0
103,67,78,16
99,77,94,13
48,31,16,2
99,64,70,6
88,62,92,14
103,65,70,11
92,76,126,18
39,21,21,1
97,69,82,8
33,21,11,0
32,28,7,1
104,68,113,7
107,63,86,20
38,30,11,1
85,57,69,10
92,71,76,6
90,69,49,8
104,96,138,24
97,54,72,5
129,83,169,22
97,73,106,14
93,77,104,16
113,89,151,12
94,76,103,12
31,9,12,0
15,14,5,2
110,63,107,17
106,75,59,9
94,67,78,18
45,38,13,0
35,28,15,1
107,64,89,12
87,65,82,13
103,59,103,14
107,72,121,16
111,84,111,19
103,75,109,16
119,74,140,21
30,20,9,0
96,66,82,5
86,68,80,7
102,81,77,9
99,83,95,16
35,28,11,2
113,74,116,20
15,18,14,9
43,30,13,1
12,12,14,1
82,61,66,5
110,70,126,17
25,19,20,1
88,51,69,6
79,73,92,16
41,32,7,7
56,39,12,2
103,70,96,4
35,23,8,0
105,91,85,22
92,73,67,18
91,73,80,13
40,29,13,0
86,63,77,10
45,35,21,3
86,75,75,15
97,87,83,7
95,65,80,5
97,60,88,15
41,30,11,1
34,31,17,5
97,76,97,16
115,90,146,16
91,59,61,6
89,60,90,15
91,66,61,8
41,29,20,2
43,31,14,3
110,84,109,24
50,35,8,0
97,63,80,9
13,10,7,2
23,17,9,0
112,71,86,12
93,69,82,14
98,68,67,4
104,81,113,11
110,79,144,15
48,36,10,1
85,73,76,14
51,28,13,0
71,56,61,5
105,80,153,22
90,63,96,18
101,68,77,9
110,99,116,19
90,79,94,6
112,72,133,23
98,86,85,14
113,73,138,20
95,58,97,6
101,73,123,17
87,34,21,0
32,20,5,0
103,75,106,14
94,52,66,15
93,61,69,13
48,28,16,0
98,75,103,17
115,108,122,12
101,87,88,19
40,27,7,3
84,57,110,21
108,75,135,25
94,38,21,2
91,82,106,5
136,109,112,8
101,83,123,22
90,73,106,16
101,71,80,18
89,66,68,4
45,29,20,2
100,72,106,18
89,65,90,4
31,23,9,0
90,53,22,0
102,75,86,9
37,26,17,2
108,84,139,14
90,61,55,15
39,32,17,6
107,61,134,16
112,94,168,22
37,28,14,0
43,25,15,0
100,71,117,17
49,23,20,3
83,49,24,1
34,26,12,0
36,28,11,0
32,24,14,0
50,26,14,0
103,66,106,12
115,55,197,19
93,68,67,9
101,65,71,7
25,25,9,0
95,92,134,12
47,29,10,2
103,76,160,20
114,80,127,20
106,68,89,14
86,68,55,11
15,20,24,4
45,29,7,5
92,56,61,16
100,70,95,7
104,59,89,13
44,24,6,5
38,35,14,2
42,32,6,2
94,67,70,11
89,69,66,13
73,56,68,5
90,62,60,5
89,63,70,3
99,69,81,5
37,25,11,1
80,33,23,11
113,77,89,9
111,81,103,20
94,60,89,17
86,57,64,11
35,26,11,2
99,76,100,16
114,72,97,16
118,80,127,15
108,72,115,11
94,37,29,0
108,72,87,9
101,49,25,0
92,69,75,6
87,66,66,14
109,81,107,14
29,22,6,0
91,59,62,7
48,24,11,7
94,78,86,10
120,85,139,32
95,81,125,15
83,72,62,6
121,71,148,21
93,52,72,14
90,66,108,15
98,66,69,14
93,64,63,7
41,27,22,4
39,27,13,0
139,106,71,13
97,65,72,3
89,48,18,0
107,80,97,24
111,76,112,10
51,38,15,0
107,63,92,12
107,75,99,9
37,26,21,2
107,68,95,11
94,64,63,9
69,55,60,6
37,28,8,2
35,26,10,2
46,22,11,3
105,91,114,19
15,12,4,2
36,28,6,2
110,82,96,11
104,60,90,10
88,72,49,2
113,65,95,10
94,60,100,10
101,76,68,5
44,24,10,5
82,63,63,14
92,68,64,21
99,63,55,3
82,34,13,3
104,74,115,25
95,70,84,7
52,29,20,2
40,28,19,0
76,57,70,11
46,23,14,2
116,80,137,13
11,14,5,3
94,59,83,6
26,13,27,0
83,67,76,22
84,70,80,8
108,89,118,6
97,65,72,9
24,22,8,4
31,24,14,1
96,84,71,10
106,76,137,19
89,58,80,9
93,77,133,29
103,71,94,15
95,77,115,16
89,65,62,8
94,89,77,15
102,74,113,16
91,72,73,9
95,78,70,15
108,78,81,16
92,64,96,11
104,71,86,16
33,32,7,3
98,68,90,17
97,77,108,14
58,26,18,0
103,65,90,11
102,68,103,12
42,29,7,0
77,60,72,7
102,64,109,11
90,67,112,10
31,12,9,0
82,50,53,1
47,32,10,1
77,59,71,7
103,92,86,5
110,76,103,9
104,77,105,14
115,80,109,21
90,46,22,5
109,77,110,17
100,72,88,15
12,14,11,0
37,35,11,0
110,91,118,9
108,79,87,19
105,73,89,14
46,31,12,0
87,64,76,21
89,71,111,18
122,65,145,10
89,43,25,0
90,67,86,10
26,22,11,0
110,69,110,14
113,68,106,17
108,68,86,9
98,66,89,7
105,66,82,17
46,28,12,5
91,52,84,2
89,71,80,13
82,62,68,10
89,65,85,7
98,75,91,20
94,55,65,12
110,62,90,14
107,73,102,12
77,62,84,13
41,30,13,1
40,20,6,1
37,30,17,2
87,40,23,4
123,109,107,14
110,72,99,9
91,37,23,3
91,49,74,7
31,24,21,2
107,70,100,8
110,82,97,18
93,68,90,8
108,75,106,19
93,71,81,10
97,65,63,11
88,58,86,4
90,75,94,8
106,80,117,16
88,47,37,3
113,79,113,20
100,71,76,10
95,90,115,18
133,95,90,10
39,17,25,5
26,20,10,0
94,66,70,13
101,77,109,21
89,63,74,10
112,98,136,27
14,12,0,0
92,67,65,2
100,72,116,22
85,64,86,12
91,61,87,15
43,26,14,5
99,78,105,7
111,73,118,9
92,58,67,14
105,76,122,20
102,76,98,10
85,68,58,16
96,69,151,18
100,87,107,13
101,65,88,18
92,69,69,7
99,79,95,20
105,73,77,14
29,30,2,0
93,62,77,3
37,31,11,0
127,75,130,15
117,114,142,30
92,65,88,10
111,78,139,18
44,28,11,3
34,24,5,1
96,66,87,15
93,56,59,5
94,74,119,15
94,63,78,8
106,93,101,12
90,55,47,5
15,16,2,0
108,67,110,12
101,50,97,16
82,70,67,7
90,39,20,0
27,21,5,1
94,68,101,13
32,23,8,0
97,56,86,11
37,25,13,0
104,75,131,7
106,78,87,6
104,68,108,3
106,76,135,17
13,13,4,0
41,26,13,0
98,69,91,14
100,67,109,11
39,32,10,2
88,61,85,5
98,64,83,14
105,62,92,14
43,35,4,0
36,29,12,0
118,70,129,18
53,27,16,0
41,26,14,0
93,77,87,13
94,72,113,16
76,61,61,25
83,38,17,2
95,78,90,19
121,88,109,19
53,27,24,4
95,72,87,12
122,84,106,19
101,74,90,11
44,31,16,3
84,55,96,10
111,66,113,7
42,28,19,0
25,22,12,0
102,67,113,21
44,26,8,0
39,29,6,1
36,27,7,2
90,78,109,9
90,62,75,11
124,80,122,19
86,42,24,0
34,21,12,2
82,61,34,1
109,65,118,13
110,88,131,15
111,93,87,12
87,65,65,15
105,70,98,14
102,72,102,16
90,62,86,12
122,75,104,14
96,68,95,6
37,20,16,3
80,70,93,8
103,62,91,8
94,77,77,2
108,80,106,13
98,77,104,18
95,69,90,16
45,31,13,1
99,62,77,17
89,83,97,6
41,31,14,0
98,76,103,24
97,56,91,14
25,19,12,1
109,78,120,17
95,68,93,15
89,68,68,10
39,32,9,2
42,31,21,0
110,78,118,12
98,69,106,16
96,67,107,9
48,30,17,0
106,73,101,7
90,77,74,10
103,67,89,10
95,54,76,8
89,51,48,5
113,96,102,29
43,32,10,0
80,69,95,9
31,34,17,2
101,53,69,7
98,77,98,12
85,59,77,15
94,63,68,10
81,53,66,6
111,76,126,23
43,32,2,3
32,29,7,1
83,63,51,6
110,80,138,17
33,19,9,1
37,21,18,0
97,86,127,19
113,80,115,15
100,56,71,3
98,71,98,10
90,75,76,9
44,24,15,0
41,25,16,0
191,97,109,6
17,14,7,4
84,65,76,9
92,65,110,18
89,70,73,17
103,73,98,29
96,82,111,18
44,23,13,0
106,62,109,20
25,22,4,0
38,26,6,4
47,35,24,0
37,26,10,0
90,72,115,19
88,72,71,9
98,67,69,10
85,64,55,6
50,45,14,1
36,26,12,0
42,25,9,3
83,60,59,8
109,59,93,17
20,18,8,0
12,9,13,0
97,66,122,7
162,125,150,19
109,82,140,25
107,71,86,11
44,34,12,3
95,67,79,16
76,45,26,0
109,76,109,7
29,28,12,3
99,86,119,9
99,71,113,17
99,68,73,6
92,86,117,19
104,75,122,12
82,70,82,13
100,91,105,10
36,20,9,5
35,27,12,2
86,38,14,0
112,81,163,9
112,70,144,30
30,30,12,0
105,68,120,17
91,68,60,6
114,90,80,11
94,82,134,16
89,59,74,6
98,38,79,11
96,70,118,10
88,69,85,8
38,30,10,2
76,27,20,0
45,25,24,1
103,84,119,14
102,71,70,11
85,64,60,10
108,74,98,9
36,27,11,0
107,65,98,8
13,16,1,1
101,70,101,11
114,56,128,18
99,72,77,7
38,32,7,2
121,68,149,19
90,51,75,2
115,76,131,11
90,55,54,8
85,73,68,5
12,13,11,0
27,24,12,2
83,37,14,3
115,68,94,23
96,68,98,19
95,80,88,9
101,81,84,3
44,29,13,2
43,28,7,0
118,79,105,12
43,27,9,0
87,61,66,14
100,68,105,17
109,64,127,25
31,29,16,2
111,68,97,11
101,77,57,6
101,73,61,4
86,66,71,7
34,30,8,0
104,70,53,4
105,64,72,11
105,71,112,12
108,69,125,13
50,38,8,2
102,60,99,13
23,19,13,1
95,65,105,19
94,65,111,6
108,79,91,21
94,77,100,12
114,74,89,5
53,23,12,2
100,67,144,24
16,17,5,1
25,29,14,0
103,75,130,14
98,67,65,13
98,72,70,13
35,28,13,0
101,66,83,13
92,59,42,7
89,55,100,8
92,66,101,10
98,60,76,7
89,72,59,17
27,26,4,0
43,32,9,0
102,71,81,7
33,23,17,0
26,21,14,1
85,42,23,8
88,41,34,0
118,68,108,17
44,35,8,0
87,63,49,8
104,85,116,16
77,64,63,7
97,69,99,10
103,69,89,10
109,62,103,14
83,42,19,1
101,76,65,11
101,67,90,11
108,68,93,10
105,69,112,19
112,84,109,19
94,60,75,6
113,74,103,10
38,28,16,3
103,60,91,7
113,64,95,19
90,66,75,5
15,9,11,0
108,65,103,6
94,45,31,2
92,65,90,11
103,79,127,22
50,29,14,6
105,74,95,13
44,30,7,1
98,65,89,15
103,53,28,0
83,71,93,4
30,19,10,2
42,29,20,0
25,23,9,1
97,63,69,7
84,65,86,14
36,23,5,1
33,30,11,1
95,69,92,7
96,56,85,13
109,84,96,13
95,80,103,4
106,74,117,21
96,64,113,18
95,73,87,9
104,75,86,4
37,27,17,5
103,63,95,5
94,49,26,1
32,13,14,4
97,69,64,9
98,58,79,8
39,29,11,0
90,67,72,7
97,66,95,23
95,71,113,16
89,42,25,0
48,27,10,0
98,114,195,20
101,84,125,10
102,70,91,9
32,29,5,1
83,67,82,1
95,78,76,12
104,68,100,23
54,39,12,1
130,80,141,19
101,62,111,15
112,81,102,10
104,92,158,16
95,73,73,11
92,76,116,13
104,85,109,6
80,60,63,11
125,76,137,21
87,71,59,7
109,76,158,25
64,27,8,1
99,73,79,12
107,74,107,20
111,70,101,10
99,73,83,7
103,72,113,14
96,63,101,15
88,64,65,11
101,63,98,5
121,76,132,24
110,81,109,11
53,35,16,1
90,77,102,17
94,67,98,16
69,52,32,4
96,68,50,5
99,62,101,23
97,84,68,10
107,73,123,16
85,64,67,16
91,61,89,11
83,60,82,12
44,25,14,1
45,29,21,3
94,80,79,15
100,54,74,13
40,27,15,1
45,24,15,2
89,95,98,7
44,23,14,3
28,23,16,1
100,70,64,10
80,65,48,6
86,62,64,8
92,57,35,0
95,56,43,0
112,85,99,11
104,81,147,24
85,63,58,7
124,98,170,27
40,29,6,0
91,55,106,18
92,69,92,14
99,70,71,7
135,58,162,19
113,88,81,13
97,59,57,14
96,74,89,20
98,79,71,16
89,79,79,1
29,25,6,2
95,53,25,0
91,72,90,12
103,68,88,4
97,81,101,16
101,73,112,17
111,107,89,10
114,84,150,19
90,62,66,6
89,58,58,6
88,67,103,10
108,93,110,20
107,63,102,13
84,39,18,0
51,32,11,3
48,29,15,0
95,69,60,13
100,76,132,17
22,20,12,0
99,75,80,6
33,20,9,0
38,21,11,8
41,30,3,1
85,63,78,7
94,69,115,17
119,73,111,20
89,67,85,16
99,64,84,8
100,76,80,16
41,27,20,3
32,25,19,0
96,48,22,0
114,78,124,16
13,13,9,1
47,29,13,0
47,38,10,1
97,58,88,8
102,53,113,12
102,106,77,13
104,70,115,14
95,74,94,14
77,35,23,2
85,67,75,10
106,73,98,20
87,61,56,14
106,75,107,17
95,43,33,0
93,64,61,7
89,59,73,4
91,61,110,8
89,59,67,8
99,63,83,5
99,69,62,12
47,23,14,6
103,68,76,8
30,24,3,2
108,80,123,10
95,64,90,8
102,83,100,23
26,23,9,0
100,64,104,11
88,63,79,13
31,19,18,1
35,26,10,0
98,66,139,20
92,60,62,7
114,72,136,16
38,26,18,3
44,26,14,2
